2021-06-04T16:17:48.093Z [AUDIT] Token created by 'anonymous': tokenId='8a2a63c1-baa1-4b46-91c7-f40417140db3', issuer='jfrou@01f7bx1pe9qecxd1dj698wp1v5', subject='jfrou@01f7bx1pe9qecxd1dj698wp1v5', expiry=none, refreshable=false
2021-06-25T07:15:50.631Z [AUDIT] Token created by 'jffe@000': tokenId='022392d3-88df-4ded-a90c-ba488c0e50f2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624605950631, refreshable=false
2021-06-25T07:15:50.631Z [AUDIT] Token created by 'jffe@000': tokenId='4ead7924-24fe-49d7-bb6f-35f5182f6b3c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624605950631, refreshable=false
2021-06-25T07:15:50.631Z [AUDIT] Token created by 'jffe@000': tokenId='0d68e049-276c-41e7-9f24-4108305ad740', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624605950631, refreshable=false
2021-06-25T07:25:50.698Z [AUDIT] Token created by 'jffe@000': tokenId='cd90476f-91f3-4035-81c1-f9a65fb95ab0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624606550698, refreshable=false
2021-06-25T07:25:50.699Z [AUDIT] Token created by 'jffe@000': tokenId='38958e20-aead-4752-acfc-69e84db4926b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624606550699, refreshable=false
2021-06-25T07:25:50.699Z [AUDIT] Token created by 'jffe@000': tokenId='139c1699-afc5-41da-9570-ad4d008535ff', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624606550699, refreshable=false
2021-06-25T07:35:50.796Z [AUDIT] Token created by 'jffe@000': tokenId='a9113fdd-067e-457e-9e5a-9c70a02b56ab', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624607150796, refreshable=false
2021-06-25T07:35:50.797Z [AUDIT] Token created by 'jffe@000': tokenId='68860672-b47f-4881-b863-b452ae335c8c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624607150796, refreshable=false
2021-06-25T07:35:50.797Z [AUDIT] Token created by 'jffe@000': tokenId='ed1c7176-2f20-43ff-9a85-8e0eb57c1d14', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624607150797, refreshable=false
2021-06-25T07:45:50.867Z [AUDIT] Token created by 'jffe@000': tokenId='6c59cf76-d9c8-4271-8d3d-c0b0f25afc4f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624607750867, refreshable=false
2021-06-25T07:45:50.867Z [AUDIT] Token created by 'jffe@000': tokenId='6ddc93cf-a362-4716-bbca-b313afee8598', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624607750867, refreshable=false
2021-06-25T07:45:50.874Z [AUDIT] Token created by 'jffe@000': tokenId='5b18414e-13e2-4dd1-a9b5-2c5880852d7f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624607750874, refreshable=false
2021-06-25T07:55:51.007Z [AUDIT] Token created by 'jffe@000': tokenId='29832ac6-7ff2-4ed7-972f-ff5de0312e96', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624608351006, refreshable=false
2021-06-25T07:55:51.007Z [AUDIT] Token created by 'jffe@000': tokenId='be8b8166-e9c5-41dd-8e38-d613dca869c8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624608351006, refreshable=false
2021-06-25T07:55:51.009Z [AUDIT] Token created by 'jffe@000': tokenId='3aae11ed-e867-4f45-891b-27d4c28e111e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624608351009, refreshable=false
2021-06-25T08:05:51.081Z [AUDIT] Token created by 'jffe@000': tokenId='1faec069-a96f-4fe7-8e66-339cd0decb18', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624608951081, refreshable=false
2021-06-25T08:05:51.081Z [AUDIT] Token created by 'jffe@000': tokenId='531f580d-5176-4e94-a472-93a75946dd72', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624608951081, refreshable=false
2021-06-25T08:05:51.091Z [AUDIT] Token created by 'jffe@000': tokenId='ae2b29af-2285-4702-8cc3-5de20d57bffa', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624608951091, refreshable=false
2021-06-25T08:15:51.171Z [AUDIT] Token created by 'jffe@000': tokenId='851c1bda-89bd-4a06-9d39-3c196e3989d0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624609551171, refreshable=false
2021-06-25T08:15:51.173Z [AUDIT] Token created by 'jffe@000': tokenId='fd5416c8-71e9-42d4-a980-be1e4b1a9397', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624609551173, refreshable=false
2021-06-25T08:15:51.178Z [AUDIT] Token created by 'jffe@000': tokenId='7a84cf1e-2fc4-42e8-bdd8-432bf903bfb1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624609551177, refreshable=false
2021-06-25T08:25:51.251Z [AUDIT] Token created by 'jffe@000': tokenId='9087b6dd-5b22-45db-be89-cb734a5176af', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624610151251, refreshable=false
2021-06-25T08:25:51.252Z [AUDIT] Token created by 'jffe@000': tokenId='53df39f2-4984-4db6-bad9-feb71b4e2f80', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624610151252, refreshable=false
2021-06-25T08:25:51.252Z [AUDIT] Token created by 'jffe@000': tokenId='e73eb91e-bb0a-465d-97d1-02c080f8680d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624610151252, refreshable=false
2021-06-25T08:35:51.315Z [AUDIT] Token created by 'jffe@000': tokenId='7f5f690a-3d93-4720-9936-79e074ee541f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624610751315, refreshable=false
2021-06-25T08:35:51.315Z [AUDIT] Token created by 'jffe@000': tokenId='b3e19268-9b53-4733-ac11-d79df91e2b95', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624610751315, refreshable=false
2021-06-25T08:35:51.316Z [AUDIT] Token created by 'jffe@000': tokenId='2779b997-b86c-4294-a062-9e2c7cf48f96', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624610751316, refreshable=false
2021-06-25T08:45:51.377Z [AUDIT] Token created by 'jffe@000': tokenId='b423b9ca-5b42-4bc9-a51f-bc68d48edd36', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624611351377, refreshable=false
2021-06-25T08:45:51.379Z [AUDIT] Token created by 'jffe@000': tokenId='bab544a6-0c1c-49fc-99dc-a77476ba93a9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624611351378, refreshable=false
2021-06-25T08:45:51.380Z [AUDIT] Token created by 'jffe@000': tokenId='c1917fdd-d66f-4363-bfc1-2396ff3c955b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624611351380, refreshable=false
2021-06-25T08:55:51.472Z [AUDIT] Token created by 'jffe@000': tokenId='654fae1d-17ba-4e3a-b05d-5c5e8e4648bc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624611951472, refreshable=false
2021-06-25T08:55:51.472Z [AUDIT] Token created by 'jffe@000': tokenId='cd9ff7f5-502f-4756-94dc-040d577fefb8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624611951472, refreshable=false
2021-06-25T08:55:51.472Z [AUDIT] Token created by 'jffe@000': tokenId='7f624dc3-0596-49f9-aff0-7065f7797416', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624611951472, refreshable=false
2021-06-25T09:05:51.547Z [AUDIT] Token created by 'jffe@000': tokenId='9b0e9611-1912-4efb-aecf-a91cc03a04be', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624612551547, refreshable=false
2021-06-25T09:05:51.548Z [AUDIT] Token created by 'jffe@000': tokenId='0e52a0d0-d54e-495e-9ef1-def61238e5de', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624612551548, refreshable=false
2021-06-25T09:05:51.548Z [AUDIT] Token created by 'jffe@000': tokenId='266b4fc7-c1ac-4a13-b847-0bf795a307c6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624612551548, refreshable=false
2021-06-25T09:15:51.626Z [AUDIT] Token created by 'jffe@000': tokenId='b3e794e8-3c7a-45e9-a146-823a80436ca4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624613151626, refreshable=false
2021-06-25T09:15:51.626Z [AUDIT] Token created by 'jffe@000': tokenId='3ca01700-f1b4-4c0e-9c7c-a11e098e1394', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624613151626, refreshable=false
2021-06-25T09:15:51.626Z [AUDIT] Token created by 'jffe@000': tokenId='1df0de4d-7175-43b4-bb3b-9a11d42284ef', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624613151626, refreshable=false
2021-06-25T09:25:51.697Z [AUDIT] Token created by 'jffe@000': tokenId='ee97a93e-9b97-40b2-ba0e-34385e24ecb3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624613751697, refreshable=false
2021-06-25T09:25:51.698Z [AUDIT] Token created by 'jffe@000': tokenId='28c72b1b-d69a-444b-b4e8-3da78c76f052', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624613751698, refreshable=false
2021-06-25T09:25:51.706Z [AUDIT] Token created by 'jffe@000': tokenId='74ce2915-1ea9-420f-90f5-9f0220bb3cd4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624613751706, refreshable=false
2021-06-25T09:35:51.771Z [AUDIT] Token created by 'jffe@000': tokenId='93c7958f-0930-4b8c-b8cf-5b80533a29bc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624614351771, refreshable=false
2021-06-25T09:35:51.771Z [AUDIT] Token created by 'jffe@000': tokenId='37fb8c13-9a22-4cdd-b785-db408a1c0695', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624614351771, refreshable=false
2021-06-25T09:35:51.787Z [AUDIT] Token created by 'jffe@000': tokenId='297ea79a-ab46-42da-8d1f-7a079c67db66', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624614351787, refreshable=false
2021-06-25T09:45:51.843Z [AUDIT] Token created by 'jffe@000': tokenId='d00cf8ca-6860-4e0e-8b72-30976188e572', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624614951843, refreshable=false
2021-06-25T09:45:51.843Z [AUDIT] Token created by 'jffe@000': tokenId='61f65740-ec3f-4f24-a8bf-a17a8ee7123c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624614951843, refreshable=false
2021-06-25T09:45:51.856Z [AUDIT] Token created by 'jffe@000': tokenId='2abf298e-0bcc-4d00-82d2-ccabd8363ef1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624614951852, refreshable=false
2021-06-25T09:55:51.899Z [AUDIT] Token created by 'jffe@000': tokenId='1fc46bee-c2f4-48e9-85c4-a1dc8213fb0d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624615551899, refreshable=false
2021-06-25T09:55:51.901Z [AUDIT] Token created by 'jffe@000': tokenId='e364db30-131e-4e49-9bb6-e6131c0243b1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624615551901, refreshable=false
2021-06-25T09:55:51.905Z [AUDIT] Token created by 'jffe@000': tokenId='228209a2-fa2b-4aa3-b3dc-bfa30ea97317', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624615551904, refreshable=false
2021-06-25T10:05:52.035Z [AUDIT] Token created by 'jffe@000': tokenId='36e4cce5-0515-4af9-ac40-9ed8c763b108', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624616152035, refreshable=false
2021-06-25T10:05:52.035Z [AUDIT] Token created by 'jffe@000': tokenId='32d1ef64-69b0-4085-96f9-cb199b55ade4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624616152035, refreshable=false
2021-06-25T10:05:52.038Z [AUDIT] Token created by 'jffe@000': tokenId='9684960a-7ea4-4a3d-88f6-1bf5ab48ff8f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624616152038, refreshable=false
2021-06-25T10:15:52.104Z [AUDIT] Token created by 'jffe@000': tokenId='128a2466-fa8a-4ea5-8c25-566f17b6c9ab', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624616752104, refreshable=false
2021-06-25T10:15:52.104Z [AUDIT] Token created by 'jffe@000': tokenId='c3c1ce18-f506-4818-a2a2-45760255cc02', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624616752104, refreshable=false
2021-06-25T10:15:52.107Z [AUDIT] Token created by 'jffe@000': tokenId='93455f8d-9519-4af3-bb80-7e10a43fc66a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624616752104, refreshable=false
2021-06-25T10:25:52.170Z [AUDIT] Token created by 'jffe@000': tokenId='70fe309e-afb2-4ea5-87b2-b5dbcf38d004', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624617352170, refreshable=false
2021-06-25T10:25:52.170Z [AUDIT] Token created by 'jffe@000': tokenId='772b21e8-44e1-4d2a-8514-444180b9f3c9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624617352170, refreshable=false
2021-06-25T10:25:52.176Z [AUDIT] Token created by 'jffe@000': tokenId='c0177ed0-5af0-40b5-998d-b3f0751d030d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624617352170, refreshable=false
2021-06-25T10:35:52.256Z [AUDIT] Token created by 'jffe@000': tokenId='a84d8237-b6ca-4a50-841f-7357dbd55f69', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624617952256, refreshable=false
2021-06-25T10:35:52.258Z [AUDIT] Token created by 'jffe@000': tokenId='9114122b-0974-4ac8-973d-7e327d3b9790', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624617952258, refreshable=false
2021-06-25T10:35:52.261Z [AUDIT] Token created by 'jffe@000': tokenId='af866170-7a0c-4ba2-80ef-cfe1f743a18f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624617952260, refreshable=false
2021-06-25T10:45:52.343Z [AUDIT] Token created by 'jffe@000': tokenId='d609dfb2-ad81-4dbf-8c88-d67ae269da09', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624618552343, refreshable=false
2021-06-25T10:45:52.343Z [AUDIT] Token created by 'jffe@000': tokenId='b87e8be1-b0ae-4968-8737-43c3bd27501a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624618552343, refreshable=false
2021-06-25T10:45:52.352Z [AUDIT] Token created by 'jffe@000': tokenId='5c226959-995f-425b-8cc9-52c1128bb5f8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624618552352, refreshable=false
2021-06-25T10:55:52.414Z [AUDIT] Token created by 'jffe@000': tokenId='867b4ecd-c9c0-4ba9-9afb-e88c939f3d25', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624619152413, refreshable=false
2021-06-25T10:55:52.414Z [AUDIT] Token created by 'jffe@000': tokenId='4a484ba6-3c10-4386-afbb-c654542606fe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624619152414, refreshable=false
2021-06-25T10:55:52.416Z [AUDIT] Token created by 'jffe@000': tokenId='dbf8a78f-0433-4e1c-81ce-90a09a0d4e08', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624619152416, refreshable=false
2021-06-25T11:05:52.468Z [AUDIT] Token created by 'jffe@000': tokenId='86a86114-6c7e-43d1-bfe7-c64e7ecbce84', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624619752468, refreshable=false
2021-06-25T11:05:52.469Z [AUDIT] Token created by 'jffe@000': tokenId='acc6d558-f3ae-4778-b4c0-4bb50f21d71a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624619752468, refreshable=false
2021-06-25T11:05:52.474Z [AUDIT] Token created by 'jffe@000': tokenId='eb54f296-98a6-437d-98a2-c568f9a39e0a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624619752474, refreshable=false
2021-06-25T11:15:52.543Z [AUDIT] Token created by 'jffe@000': tokenId='5238d1e8-bbd3-4307-8a66-e02a1be213ce', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624620352543, refreshable=false
2021-06-25T11:15:52.543Z [AUDIT] Token created by 'jffe@000': tokenId='44f24379-a809-463e-9f3b-61070fefe483', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624620352543, refreshable=false
2021-06-25T11:15:52.546Z [AUDIT] Token created by 'jffe@000': tokenId='daaf3228-d286-4f16-849c-d9f9d8e74ff5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624620352543, refreshable=false
2021-06-25T11:25:52.604Z [AUDIT] Token created by 'jffe@000': tokenId='6e47d7c7-e768-4f89-9bab-03dd875fc85b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624620952604, refreshable=false
2021-06-25T11:25:52.604Z [AUDIT] Token created by 'jffe@000': tokenId='50cec0ee-dccd-4ddd-9859-f555f530e14b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624620952604, refreshable=false
2021-06-25T11:25:52.610Z [AUDIT] Token created by 'jffe@000': tokenId='3cf856e4-cc1e-4475-9cfc-f1580e7bb110', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624620952609, refreshable=false
2021-06-25T11:35:52.683Z [AUDIT] Token created by 'jffe@000': tokenId='76090a6f-8a46-45d6-9e4c-530f33015647', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624621552683, refreshable=false
2021-06-25T11:35:52.683Z [AUDIT] Token created by 'jffe@000': tokenId='28bb1551-43ad-4d90-a4a4-bf2286f2589b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624621552683, refreshable=false
2021-06-25T11:35:52.687Z [AUDIT] Token created by 'jffe@000': tokenId='88d2fd82-36cf-4403-89ba-23f1025094ce', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624621552687, refreshable=false
2021-06-25T11:45:52.749Z [AUDIT] Token created by 'jffe@000': tokenId='5c14961e-23b6-40cd-9a62-6841a62738a0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624622152749, refreshable=false
2021-06-25T11:45:52.749Z [AUDIT] Token created by 'jffe@000': tokenId='8f213e05-0bb4-4b2a-b88a-5dff79b84181', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624622152749, refreshable=false
2021-06-25T11:45:52.753Z [AUDIT] Token created by 'jffe@000': tokenId='d8b1e5a2-85da-443d-a852-3d3ee2952fef', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624622152753, refreshable=false
2021-06-25T11:55:52.817Z [AUDIT] Token created by 'jffe@000': tokenId='60db6bd2-178b-446b-a0b1-37b1008d294b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624622752817, refreshable=false
2021-06-25T11:55:52.818Z [AUDIT] Token created by 'jffe@000': tokenId='59202ac0-8156-43ce-a28c-5b8f262f1830', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624622752818, refreshable=false
2021-06-25T11:55:52.820Z [AUDIT] Token created by 'jffe@000': tokenId='bdb6b2b9-1c96-4cf9-ba69-55fcd29fe279', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624622752820, refreshable=false
2021-06-25T12:05:52.866Z [AUDIT] Token created by 'jffe@000': tokenId='88a7ffe4-5415-45ad-8c70-4a3e8cff5ebe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624623352866, refreshable=false
2021-06-25T12:05:52.866Z [AUDIT] Token created by 'jffe@000': tokenId='4e6a1fbd-ca6a-4b6d-8486-3e469e60cb88', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624623352866, refreshable=false
2021-06-25T12:05:52.867Z [AUDIT] Token created by 'jffe@000': tokenId='73a77286-d61b-4d57-be42-7a08d13e17bc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624623352867, refreshable=false
2021-06-25T12:15:52.938Z [AUDIT] Token created by 'jffe@000': tokenId='7e56d43c-7de1-4f3f-ae0b-196e3b7bae28', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624623952938, refreshable=false
2021-06-25T12:15:52.938Z [AUDIT] Token created by 'jffe@000': tokenId='9ca351f8-0335-4120-876c-4060459d9a5d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624623952938, refreshable=false
2021-06-25T12:15:52.938Z [AUDIT] Token created by 'jffe@000': tokenId='668b83f7-1c5c-4ec1-be93-3afcc498bd56', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624623952938, refreshable=false
2021-06-25T12:25:52.980Z [AUDIT] Token created by 'jffe@000': tokenId='e3c31f35-3df8-45bd-9252-4eaf7b20dddb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624624552979, refreshable=false
2021-06-25T12:25:52.980Z [AUDIT] Token created by 'jffe@000': tokenId='6d6d9315-95ce-402d-93ea-bcb5ac51d875', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624624552979, refreshable=false
2021-06-25T12:25:52.986Z [AUDIT] Token created by 'jffe@000': tokenId='1e4a7f24-a5b4-4e8a-9df5-88cbd4d31173', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624624552986, refreshable=false
2021-06-25T12:35:53.017Z [AUDIT] Token created by 'jffe@000': tokenId='2cff636d-36a8-4298-981b-f8f9fce8561b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1624625153017, refreshable=false
